# T.32 Role Classification Matrix — full enumeration (generated)
# axes: stat | reach | durability | playstyle | speed | intent  =>  role_code  =>  role
# total combos: 1512

stat   reach  durability playstyle speed   intent  | role_code                                    | role
hybrid melee  tanky_arm  ability   heavy   hybrid  | melee-tanky_arm-ability-heavy                | tank
hybrid melee  tanky_arm  ability   hybrid  damage  | melee-tanky_arm-ability-damage               | bruiser
hybrid melee  tanky_arm  ability   hybrid  utility | melee-tanky_arm-ability-utility              | tank
hybrid melee  tanky_arm  ability   hybrid  hybrid  | melee-tanky_arm-ability                      | tank
hybrid melee  tanky_arm  ability   light   damage  | melee-tanky_arm-ability-light-damage         | bruiser
hybrid melee  tanky_arm  ability   light   utility | melee-tanky_arm-ability-light-utility        | tank
hybrid melee  tanky_arm  ability   light   hybrid  | melee-tanky_arm-ability-light                | tank
hybrid melee  tanky_arm  ability   swift   damage  | melee-tanky_arm-ability-swift-damage         | bruiser
hybrid melee  tanky_arm  ability   swift   utility | melee-tanky_arm-ability-swift-utility        | tank
hybrid melee  tanky_arm  ability   swift   hybrid  | melee-tanky_arm-ability-swift                | tank
hybrid melee  tanky_arm  ability   blazing damage  | melee-tanky_arm-ability-blazing-damage       | bruiser
hybrid melee  tanky_arm  ability   blazing utility | melee-tanky_arm-ability-blazing-utility      | tank
hybrid melee  tanky_arm  ability   blazing hybrid  | melee-tanky_arm-ability-blazing              | tank
hybrid ranged squishy    auto      moloch  damage  | ranged-squishy-auto-moloch-damage            | marksman
hybrid ranged squishy    auto      moloch  utility | ranged-squishy-auto-moloch-utility           | support
hybrid ranged squishy    auto      moloch  hybrid  | ranged-squishy-auto-moloch                   | spellblade
hybrid ranged squishy    auto      leaden  damage  | ranged-squishy-auto-leaden-damage            | marksman
hybrid ranged squishy    auto      leaden  utility | ranged-squishy-auto-leaden-utility           | support
hybrid ranged squishy    auto      leaden  hybrid  | ranged-squishy-auto-leaden                   | spellblade
hybrid ranged squishy    auto      heavy   damage  | ranged-squishy-auto-heavy-damage             | marksman
hybrid ranged squishy    auto      heavy   utility | ranged-squishy-auto-heavy-utility            | support
hybrid ranged squishy    auto      heavy   hybrid  | ranged-squishy-auto-heavy                    | spellblade
hybrid ranged squishy    auto      hybrid  damage  | ranged-squishy-auto-damage                   | marksman
hybrid ranged squishy    auto      hybrid  utility | ranged-squishy-auto-utility                  | support
hybrid ranged squishy    auto      hybrid  hybrid  | ranged-squishy-auto                          | spellblade
hybrid ranged squishy    auto      light   damage  | ranged-squishy-auto-light-damage             | marksman
hybrid ranged squishy    auto      light   utility | ranged-squishy-auto-light-utility            | support
hybrid ranged squishy    auto      light   hybrid  | ranged-squishy-auto-light                    | spellblade
hybrid ranged squishy    auto      swift   damage  | ranged-squishy-auto-swift-damage             | marksman
hybrid ranged squishy    auto      swift   utility | ranged-squishy-auto-swift-utility            | support
hybrid ranged squishy    auto      swift   hybrid  | ranged-squishy-auto-swift                    | spellblade
hybrid ranged squishy    auto      blazing damage  | ranged-squishy-auto-blazing-damage           | marksman
hybrid ranged squishy    auto      blazing utility | ranged-squishy-auto-blazing-utility          | support
hybrid ranged squishy    auto      blazing hybrid  | ranged-squishy-auto-blazing                  | spellblade
hybrid ranged squishy    hybrid    moloch  damage  | ranged-squishy-moloch-damage                 | spellslinger
hybrid ranged squishy    hybrid    moloch  utility | ranged-squishy-moloch-utility                | support
hybrid ranged squishy    hybrid    moloch  hybrid  | ranged-squishy-moloch                        | spellblade
hybrid ranged squishy    hybrid    leaden  damage  | ranged-squishy-leaden-damage                 | spellslinger
hybrid ranged squishy    hybrid    leaden  utility | ranged-squishy-leaden-utility                | support
hybrid ranged squishy    hybrid    leaden  hybrid  | ranged-squishy-leaden                        | spellblade
hybrid ranged squishy    hybrid    heavy   damage  | ranged-squishy-heavy-damage                  | spellslinger
hybrid ranged squishy    hybrid    heavy   utility | ranged-squishy-heavy-utility                 | support
hybrid ranged squishy    hybrid    heavy   hybrid  | ranged-squishy-heavy                         | spellblade
hybrid ranged squishy    hybrid    hybrid  damage  | ranged-squishy-damage                        | spellslinger
hybrid ranged squishy    hybrid    hybrid  utility | ranged-squishy-utility                       | support
hybrid ranged squishy    hybrid    hybrid  hybrid  | ranged-squishy                               | spellblade
hybrid ranged squishy    hybrid    light   damage  | ranged-squishy-light-damage                  | spellslinger
hybrid ranged squishy    hybrid    light   utility | ranged-squishy-light-utility                 | support
hybrid ranged squishy    hybrid    light   hybrid  | ranged-squishy-light                         | spellblade
hybrid ranged squishy    hybrid    swift   damage  | ranged-squishy-swift-damage                  | spellslinger
hybrid ranged squishy    hybrid    swift   utility | ranged-squishy-swift-utility                 | support
hybrid ranged squishy    hybrid    swift   hybrid  | ranged-squishy-swift                         | spellblade
hybrid ranged squishy    hybrid    blazing damage  | ranged-squishy-blazing-damage                | spellslinger
hybrid ranged squishy    hybrid    blazing utility | ranged-squishy-blazing-utility               | support
hybrid ranged squishy    hybrid    blazing hybrid  | ranged-squishy-blazing                       | spellblade
hybrid ranged squishy    ability   moloch  damage  | ranged-squishy-ability-moloch-damage         | mage
hybrid ranged squishy    ability   moloch  utility | ranged-squishy-ability-moloch-utility        | support
hybrid ranged squishy    ability   moloch  hybrid  | ranged-squishy-ability-moloch                | mage
hybrid ranged squishy    ability   leaden  damage  | ranged-squishy-ability-leaden-damage         | mage
hybrid ranged squishy    ability   leaden  utility | ranged-squishy-ability-leaden-utility        | support
hybrid ranged squishy    ability   leaden  hybrid  | ranged-squishy-ability-leaden                | mage
hybrid ranged squishy    ability   heavy   damage  | ranged-squishy-ability-heavy-damage          | mage
hybrid ranged squishy    ability   heavy   utility | ranged-squishy-ability-heavy-utility         | support
hybrid ranged squishy    ability   heavy   hybrid  | ranged-squishy-ability-heavy                 | mage
hybrid ranged squishy    ability   hybrid  damage  | ranged-squishy-ability-damage                | mage
hybrid ranged squishy    ability   hybrid  utility | ranged-squishy-ability-utility               | support
hybrid ranged squishy    ability   hybrid  hybrid  | ranged-squishy-ability                       | mage
hybrid ranged squishy    ability   light   damage  | ranged-squishy-ability-light-damage          | mage
hybrid ranged squishy    ability   light   utility | ranged-squishy-ability-light-utility         | support
hybrid ranged squishy    ability   light   hybrid  | ranged-squishy-ability-light                 | mage
hybrid ranged squishy    ability   swift   damage  | ranged-squishy-ability-swift-damage          | mage
hybrid ranged squishy    ability   swift   utility | ranged-squishy-ability-swift-utility         | support
hybrid ranged squishy    ability   swift   hybrid  | ranged-squishy-ability-swift                 | mage
hybrid ranged squishy    ability   blazing damage  | ranged-squishy-ability-blazing-damage        | mage
hybrid ranged squishy    ability   blazing utility | ranged-squishy-ability-blazing-utility       | support
hybrid ranged squishy    ability   blazing hybrid  | ranged-squishy-ability-blazing               | mage
hybrid ranged hybrid     auto      moloch  damage  | ranged-auto-moloch-damage                    | marksman
hybrid ranged hybrid     auto      moloch  utility | ranged-auto-moloch-utility                   | support
hybrid ranged hybrid     auto      moloch  hybrid  | ranged-auto-moloch                           | spellblade
hybrid ranged hybrid     auto      leaden  damage  | ranged-auto-leaden-damage                    | marksman
hybrid ranged hybrid     auto      leaden  utility | ranged-auto-leaden-utility                   | support
hybrid ranged hybrid     auto      leaden  hybrid  | ranged-auto-leaden                           | spellblade
hybrid ranged hybrid     auto      heavy   damage  | ranged-auto-heavy-damage                     | marksman
hybrid ranged hybrid     auto      heavy   utility | ranged-auto-heavy-utility                    | support
hybrid ranged hybrid     auto      heavy   hybrid  | ranged-auto-heavy                            | spellblade
hybrid ranged hybrid     auto      hybrid  damage  | ranged-auto-damage                           | marksman
hybrid ranged hybrid     auto      hybrid  utility | ranged-auto-utility                          | support
hybrid ranged hybrid     auto      hybrid  hybrid  | ranged-auto                                  | spellblade
hybrid ranged hybrid     auto      light   damage  | ranged-auto-light-damage                     | marksman
hybrid ranged hybrid     auto      light   utility | ranged-auto-light-utility                    | support
hybrid ranged hybrid     auto      light   hybrid  | ranged-auto-light                            | spellblade
hybrid ranged hybrid     auto      swift   damage  | ranged-auto-swift-damage                     | marksman
hybrid ranged hybrid     auto      swift   utility | ranged-auto-swift-utility                    | support
hybrid ranged hybrid     auto      swift   hybrid  | ranged-auto-swift                            | spellblade
hybrid ranged hybrid     auto      blazing damage  | ranged-auto-blazing-damage                   | marksman
hybrid ranged hybrid     auto      blazing utility | ranged-auto-blazing-utility                  | support
hybrid ranged hybrid     auto      blazing hybrid  | ranged-auto-blazing                          | spellblade
hybrid ranged hybrid     hybrid    moloch  damage  | ranged-moloch-damage                         | spellslinger
hybrid ranged hybrid     hybrid    moloch  utility | ranged-moloch-utility                        | support
hybrid ranged hybrid     hybrid    moloch  hybrid  | ranged-moloch                                | spellblade
hybrid ranged hybrid     hybrid    leaden  damage  | ranged-leaden-damage                         | spellslinger
hybrid ranged hybrid     hybrid    leaden  utility | ranged-leaden-utility                        | support
hybrid ranged hybrid     hybrid    leaden  hybrid  | ranged-leaden                                | spellblade
hybrid ranged hybrid     hybrid    heavy   damage  | ranged-heavy-damage                          | spellslinger
hybrid ranged hybrid     hybrid    heavy   utility | ranged-heavy-utility                         | support
hybrid ranged hybrid     hybrid    heavy   hybrid  | ranged-heavy                                 | spellblade
hybrid ranged hybrid     hybrid    hybrid  damage  | ranged-damage                                | spellslinger
hybrid ranged hybrid     hybrid    hybrid  utility | ranged-utility                               | support
hybrid ranged hybrid     hybrid    hybrid  hybrid  | ranged                                       | spellblade
hybrid ranged hybrid     hybrid    light   damage  | ranged-light-damage                          | spellslinger
hybrid ranged hybrid     hybrid    light   utility | ranged-light-utility                         | support
hybrid ranged hybrid     hybrid    light   hybrid  | ranged-light                                 | spellblade
hybrid ranged hybrid     hybrid    swift   damage  | ranged-swift-damage                          | spellslinger
hybrid ranged hybrid     hybrid    swift   utility | ranged-swift-utility                         | support
hybrid ranged hybrid     hybrid    swift   hybrid  | ranged-swift                                 | spellblade
hybrid ranged hybrid     hybrid    blazing damage  | ranged-blazing-damage                        | spellslinger
hybrid ranged hybrid     hybrid    blazing utility | ranged-blazing-utility                       | support
hybrid ranged hybrid     hybrid    blazing hybrid  | ranged-blazing                               | spellblade
hybrid ranged hybrid     ability   moloch  damage  | ranged-ability-moloch-damage                 | mage
hybrid ranged hybrid     ability   moloch  utility | ranged-ability-moloch-utility                | support
hybrid ranged hybrid     ability   moloch  hybrid  | ranged-ability-moloch                        | mage
hybrid ranged hybrid     ability   leaden  damage  | ranged-ability-leaden-damage                 | mage
hybrid ranged hybrid     ability   leaden  utility | ranged-ability-leaden-utility                | support
hybrid ranged hybrid     ability   leaden  hybrid  | ranged-ability-leaden                        | mage
hybrid ranged hybrid     ability   heavy   damage  | ranged-ability-heavy-damage                  | mage
hybrid ranged hybrid     ability   heavy   utility | ranged-ability-heavy-utility                 | support
hybrid ranged hybrid     ability   heavy   hybrid  | ranged-ability-heavy                         | mage
hybrid ranged hybrid     ability   hybrid  damage  | ranged-ability-damage                        | mage
hybrid ranged hybrid     ability   hybrid  utility | ranged-ability-utility                       | support
hybrid ranged hybrid     ability   hybrid  hybrid  | ranged-ability                               | mage
hybrid ranged hybrid     ability   light   damage  | ranged-ability-light-damage                  | mage
hybrid ranged hybrid     ability   light   utility | ranged-ability-light-utility                 | support
hybrid ranged hybrid     ability   light   hybrid  | ranged-ability-light                         | mage
hybrid ranged hybrid     ability   swift   damage  | ranged-ability-swift-damage                  | mage
hybrid ranged hybrid     ability   swift   utility | ranged-ability-swift-utility                 | support
hybrid ranged hybrid     ability   swift   hybrid  | ranged-ability-swift                         | mage
hybrid ranged hybrid     ability   blazing damage  | ranged-ability-blazing-damage                | mage
hybrid ranged hybrid     ability   blazing utility | ranged-ability-blazing-utility               | support
hybrid ranged hybrid     ability   blazing hybrid  | ranged-ability-blazing                       | mage
hybrid ranged tanky_hp   auto      moloch  damage  | ranged-tanky_hp-auto-moloch-damage           | bruiser
hybrid ranged tanky_hp   auto      moloch  utility | ranged-tanky_hp-auto-moloch-utility          | tank
hybrid ranged tanky_hp   auto      moloch  hybrid  | ranged-tanky_hp-auto-moloch                  | tank
hybrid ranged tanky_hp   auto      leaden  damage  | ranged-tanky_hp-auto-leaden-damage           | bruiser
hybrid ranged tanky_hp   auto      leaden  utility | ranged-tanky_hp-auto-leaden-utility          | tank
hybrid ranged tanky_hp   auto      leaden  hybrid  | ranged-tanky_hp-auto-leaden                  | tank
hybrid ranged tanky_hp   auto      heavy   damage  | ranged-tanky_hp-auto-heavy-damage            | bruiser
hybrid ranged tanky_hp   auto      heavy   utility | ranged-tanky_hp-auto-heavy-utility           | tank
hybrid ranged tanky_hp   auto      heavy   hybrid  | ranged-tanky_hp-auto-heavy                   | tank
hybrid ranged tanky_hp   auto      hybrid  damage  | ranged-tanky_hp-auto-damage                  | bruiser
hybrid ranged tanky_hp   auto      hybrid  utility | ranged-tanky_hp-auto-utility                 | tank
hybrid ranged tanky_hp   auto      hybrid  hybrid  | ranged-tanky_hp-auto                         | tank
hybrid ranged tanky_hp   auto      light   damage  | ranged-tanky_hp-auto-light-damage            | bruiser
hybrid ranged tanky_hp   auto      light   utility | ranged-tanky_hp-auto-light-utility           | tank
hybrid ranged tanky_hp   auto      light   hybrid  | ranged-tanky_hp-auto-light                   | tank
hybrid ranged tanky_hp   auto      swift   damage  | ranged-tanky_hp-auto-swift-damage            | bruiser
hybrid ranged tanky_hp   auto      swift   utility | ranged-tanky_hp-auto-swift-utility           | tank
hybrid ranged tanky_hp   auto      swift   hybrid  | ranged-tanky_hp-auto-swift                   | tank
hybrid ranged tanky_hp   auto      blazing damage  | ranged-tanky_hp-auto-blazing-damage          | bruiser
hybrid ranged tanky_hp   auto      blazing utility | ranged-tanky_hp-auto-blazing-utility         | tank
hybrid ranged tanky_hp   auto      blazing hybrid  | ranged-tanky_hp-auto-blazing                 | tank
hybrid ranged tanky_hp   hybrid    moloch  damage  | ranged-tanky_hp-moloch-damage                | bruiser
hybrid ranged tanky_hp   hybrid    moloch  utility | ranged-tanky_hp-moloch-utility               | tank
hybrid ranged tanky_hp   hybrid    moloch  hybrid  | ranged-tanky_hp-moloch                       | tank
hybrid ranged tanky_hp   hybrid    leaden  damage  | ranged-tanky_hp-leaden-damage                | bruiser
hybrid ranged tanky_hp   hybrid    leaden  utility | ranged-tanky_hp-leaden-utility               | tank
hybrid ranged tanky_hp   hybrid    leaden  hybrid  | ranged-tanky_hp-leaden                       | tank
hybrid ranged tanky_hp   hybrid    heavy   damage  | ranged-tanky_hp-heavy-damage                 | bruiser
hybrid ranged tanky_hp   hybrid    heavy   utility | ranged-tanky_hp-heavy-utility                | tank
hybrid ranged tanky_hp   hybrid    heavy   hybrid  | ranged-tanky_hp-heavy                        | tank
hybrid ranged tanky_hp   hybrid    hybrid  damage  | ranged-tanky_hp-damage                       | bruiser
hybrid ranged tanky_hp   hybrid    hybrid  utility | ranged-tanky_hp-utility                      | tank
hybrid ranged tanky_hp   hybrid    hybrid  hybrid  | ranged-tanky_hp                              | tank
hybrid ranged tanky_hp   hybrid    light   damage  | ranged-tanky_hp-light-damage                 | bruiser
hybrid ranged tanky_hp   hybrid    light   utility | ranged-tanky_hp-light-utility                | tank
hybrid ranged tanky_hp   hybrid    light   hybrid  | ranged-tanky_hp-light                        | tank
hybrid ranged tanky_hp   hybrid    swift   damage  | ranged-tanky_hp-swift-damage                 | bruiser
hybrid ranged tanky_hp   hybrid    swift   utility | ranged-tanky_hp-swift-utility                | tank
hybrid ranged tanky_hp   hybrid    swift   hybrid  | ranged-tanky_hp-swift                        | tank
hybrid ranged tanky_hp   hybrid    blazing damage  | ranged-tanky_hp-blazing-damage               | bruiser
hybrid ranged tanky_hp   hybrid    blazing utility | ranged-tanky_hp-blazing-utility              | tank
hybrid ranged tanky_hp   hybrid    blazing hybrid  | ranged-tanky_hp-blazing                      | tank
hybrid ranged tanky_hp   ability   moloch  damage  | ranged-tanky_hp-ability-moloch-damage        | bruiser
hybrid ranged tanky_hp   ability   moloch  utility | ranged-tanky_hp-ability-moloch-utility       | tank
hybrid ranged tanky_hp   ability   moloch  hybrid  | ranged-tanky_hp-ability-moloch               | tank
hybrid ranged tanky_hp   ability   leaden  damage  | ranged-tanky_hp-ability-leaden-damage        | bruiser
hybrid ranged tanky_hp   ability   leaden  utility | ranged-tanky_hp-ability-leaden-utility       | tank
hybrid ranged tanky_hp   ability   leaden  hybrid  | ranged-tanky_hp-ability-leaden               | tank
hybrid ranged tanky_hp   ability   heavy   damage  | ranged-tanky_hp-ability-heavy-damage         | bruiser
hybrid ranged tanky_hp   ability   heavy   utility | ranged-tanky_hp-ability-heavy-utility        | tank
hybrid ranged tanky_hp   ability   heavy   hybrid  | ranged-tanky_hp-ability-heavy                | tank
hybrid ranged tanky_hp   ability   hybrid  damage  | ranged-tanky_hp-ability-damage               | bruiser
hybrid ranged tanky_hp   ability   hybrid  utility | ranged-tanky_hp-ability-utility              | tank
hybrid ranged tanky_hp   ability   hybrid  hybrid  | ranged-tanky_hp-ability                      | tank
hybrid ranged tanky_hp   ability   light   damage  | ranged-tanky_hp-ability-light-damage         | bruiser
hybrid ranged tanky_hp   ability   light   utility | ranged-tanky_hp-ability-light-utility        | tank
hybrid ranged tanky_hp   ability   light   hybrid  | ranged-tanky_hp-ability-light                | tank
hybrid ranged tanky_hp   ability   swift   damage  | ranged-tanky_hp-ability-swift-damage         | bruiser
hybrid ranged tanky_hp   ability   swift   utility | ranged-tanky_hp-ability-swift-utility        | tank
hybrid ranged tanky_hp   ability   swift   hybrid  | ranged-tanky_hp-ability-swift                | tank
hybrid ranged tanky_hp   ability   blazing damage  | ranged-tanky_hp-ability-blazing-damage       | bruiser
hybrid ranged tanky_hp   ability   blazing utility | ranged-tanky_hp-ability-blazing-utility      | tank
hybrid ranged tanky_hp   ability   blazing hybrid  | ranged-tanky_hp-ability-blazing              | tank
hybrid ranged tanky_arm  auto      moloch  damage  | ranged-tanky_arm-auto-moloch-damage          | bruiser
hybrid ranged tanky_arm  auto      moloch  utility | ranged-tanky_arm-auto-moloch-utility         | tank
hybrid ranged tanky_arm  auto      moloch  hybrid  | ranged-tanky_arm-auto-moloch                 | tank
hybrid ranged tanky_arm  auto      leaden  damage  | ranged-tanky_arm-auto-leaden-damage          | bruiser
hybrid ranged tanky_arm  auto      leaden  utility | ranged-tanky_arm-auto-leaden-utility         | tank
hybrid ranged tanky_arm  auto      leaden  hybrid  | ranged-tanky_arm-auto-leaden                 | tank
hybrid ranged tanky_arm  auto      heavy   damage  | ranged-tanky_arm-auto-heavy-damage           | bruiser
hybrid ranged tanky_arm  auto      heavy   utility | ranged-tanky_arm-auto-heavy-utility          | tank
hybrid ranged tanky_arm  auto      heavy   hybrid  | ranged-tanky_arm-auto-heavy                  | tank
hybrid ranged tanky_arm  auto      hybrid  damage  | ranged-tanky_arm-auto-damage                 | bruiser
hybrid ranged tanky_arm  auto      hybrid  utility | ranged-tanky_arm-auto-utility                | tank
hybrid ranged tanky_arm  auto      hybrid  hybrid  | ranged-tanky_arm-auto                        | tank
hybrid ranged tanky_arm  auto      light   damage  | ranged-tanky_arm-auto-light-damage           | bruiser
hybrid ranged tanky_arm  auto      light   utility | ranged-tanky_arm-auto-light-utility          | tank
hybrid ranged tanky_arm  auto      light   hybrid  | ranged-tanky_arm-auto-light                  | tank
hybrid ranged tanky_arm  auto      swift   damage  | ranged-tanky_arm-auto-swift-damage           | bruiser
hybrid ranged tanky_arm  auto      swift   utility | ranged-tanky_arm-auto-swift-utility          | tank
hybrid ranged tanky_arm  auto      swift   hybrid  | ranged-tanky_arm-auto-swift                  | tank
hybrid ranged tanky_arm  auto      blazing damage  | ranged-tanky_arm-auto-blazing-damage         | bruiser
hybrid ranged tanky_arm  auto      blazing utility | ranged-tanky_arm-auto-blazing-utility        | tank
hybrid ranged tanky_arm  auto      blazing hybrid  | ranged-tanky_arm-auto-blazing                | tank
hybrid ranged tanky_arm  hybrid    moloch  damage  | ranged-tanky_arm-moloch-damage               | bruiser
hybrid ranged tanky_arm  hybrid    moloch  utility | ranged-tanky_arm-moloch-utility              | tank
hybrid ranged tanky_arm  hybrid    moloch  hybrid  | ranged-tanky_arm-moloch                      | tank
hybrid ranged tanky_arm  hybrid    leaden  damage  | ranged-tanky_arm-leaden-damage               | bruiser
hybrid ranged tanky_arm  hybrid    leaden  utility | ranged-tanky_arm-leaden-utility              | tank
hybrid ranged tanky_arm  hybrid    leaden  hybrid  | ranged-tanky_arm-leaden                      | tank
hybrid ranged tanky_arm  hybrid    heavy   damage  | ranged-tanky_arm-heavy-damage                | bruiser
hybrid ranged tanky_arm  hybrid    heavy   utility | ranged-tanky_arm-heavy-utility               | tank
hybrid ranged tanky_arm  hybrid    heavy   hybrid  | ranged-tanky_arm-heavy                       | tank
hybrid ranged tanky_arm  hybrid    hybrid  damage  | ranged-tanky_arm-damage                      | bruiser
hybrid ranged tanky_arm  hybrid    hybrid  utility | ranged-tanky_arm-utility                     | tank
hybrid ranged tanky_arm  hybrid    hybrid  hybrid  | ranged-tanky_arm                             | tank
hybrid ranged tanky_arm  hybrid    light   damage  | ranged-tanky_arm-light-damage                | bruiser
hybrid ranged tanky_arm  hybrid    light   utility | ranged-tanky_arm-light-utility               | tank
hybrid ranged tanky_arm  hybrid    light   hybrid  | ranged-tanky_arm-light                       | tank
hybrid ranged tanky_arm  hybrid    swift   damage  | ranged-tanky_arm-swift-damage                | bruiser
hybrid ranged tanky_arm  hybrid    swift   utility | ranged-tanky_arm-swift-utility               | tank
hybrid ranged tanky_arm  hybrid    swift   hybrid  | ranged-tanky_arm-swift                       | tank
hybrid ranged tanky_arm  hybrid    blazing damage  | ranged-tanky_arm-blazing-damage              | bruiser
hybrid ranged tanky_arm  hybrid    blazing utility | ranged-tanky_arm-blazing-utility             | tank
hybrid ranged tanky_arm  hybrid    blazing hybrid  | ranged-tanky_arm-blazing                     | tank
hybrid ranged tanky_arm  ability   moloch  damage  | ranged-tanky_arm-ability-moloch-damage       | bruiser
hybrid ranged tanky_arm  ability   moloch  utility | ranged-tanky_arm-ability-moloch-utility      | tank
hybrid ranged tanky_arm  ability   moloch  hybrid  | ranged-tanky_arm-ability-moloch              | tank
hybrid ranged tanky_arm  ability   leaden  damage  | ranged-tanky_arm-ability-leaden-damage       | bruiser
hybrid ranged tanky_arm  ability   leaden  utility | ranged-tanky_arm-ability-leaden-utility      | tank
hybrid ranged tanky_arm  ability   leaden  hybrid  | ranged-tanky_arm-ability-leaden              | tank
hybrid ranged tanky_arm  ability   heavy   damage  | ranged-tanky_arm-ability-heavy-damage        | bruiser
hybrid ranged tanky_arm  ability   heavy   utility | ranged-tanky_arm-ability-heavy-utility       | tank
hybrid ranged tanky_arm  ability   heavy   hybrid  | ranged-tanky_arm-ability-heavy               | tank
hybrid ranged tanky_arm  ability   hybrid  damage  | ranged-tanky_arm-ability-damage              | bruiser
hybrid ranged tanky_arm  ability   hybrid  utility | ranged-tanky_arm-ability-utility             | tank
hybrid ranged tanky_arm  ability   hybrid  hybrid  | ranged-tanky_arm-ability                     | tank
hybrid ranged tanky_arm  ability   light   damage  | ranged-tanky_arm-ability-light-damage        | bruiser
hybrid ranged tanky_arm  ability   light   utility | ranged-tanky_arm-ability-light-utility       | tank
hybrid ranged tanky_arm  ability   light   hybrid  | ranged-tanky_arm-ability-light               | tank
hybrid ranged tanky_arm  ability   swift   damage  | ranged-tanky_arm-ability-swift-damage        | bruiser
hybrid ranged tanky_arm  ability   swift   utility | ranged-tanky_arm-ability-swift-utility       | tank
hybrid ranged tanky_arm  ability   swift   hybrid  | ranged-tanky_arm-ability-swift               | tank
hybrid ranged tanky_arm  ability   blazing damage  | ranged-tanky_arm-ability-blazing-damage      | bruiser
hybrid ranged tanky_arm  ability   blazing utility | ranged-tanky_arm-ability-blazing-utility     | tank
hybrid ranged tanky_arm  ability   blazing hybrid  | ranged-tanky_arm-ability-blazing             | tank
